Ссылка на товар;Артикул;Название;Цена;Описание;Характеристики;Ссылки на изображения;Название селлера;Ссылка на селлера;Размеры;Остатки;Рейтинг;Количество отзывов
https://www.wildberries.ru/catalog/287700029/detail.aspx;287700029;Пальто шерстяное натуральное;12495.0;Черное пальто женское французского бренда Maison David. Состав: 100% шерсть натуральная. Шерсть отлично согревает, при этом позволяет телу дышать, не создавая парникового эффекта. В шерстяных вещах тепло, но не жарко. Одежда из шерсти — идеальный выбор для зимы и холодного демисезона. Состав подкладки: полиэстер, вискоза.  Верхняя одежда имеет прямой силуэт. Модель отличает отложной воротник и наличие прорезных карманов. Температурный режим от плюс 5 до минус 10.  Ухаживайте за вещью правильно, чтобы она дольше служила и радовала вас. Правила по уходу указаны на вшивном ярлычке изделия. Разрешено: химчистка. Запрещено: стирка, отбеливание, глажка, барабанная сушка.  Пальто в стиле кэжуал — удачное дополнение повседневного гардероба. Одежда в стиле кэжуал станет частью ваших комфортных образов на каждый день для работы и отдыха. Maison David — дом современной элегантности. Бренд отражает идею французского bon chic, bon genre: искусство быть безупречным без усилий, сочетая гармонию интеллекта и формы, а качество становится главным языком красоты. Бренд соединяет современные тенденции с классическими формами, сохраняя баланс между актуальностью и вечностью. Каждая вещь Maison David создается, чтобы жить долго — сопровождать своего владельца в реальной, настоящей жизни: в работе, в путешествиях, в личных историях. Это не просто гардероб, а состояние уравновешенности и эстетического покоя.;"Состав: шерсть натуральная 100%; Цвет: черный; Пол: Женский; Сезон: демисезон; Рост модели на фото: 175 см; Температурный режим: от +5 °C до -10 °C; Покрой: прямой; Тип карманов: прорезные; Тип рукава: длинные; Особенности модели: Без капюшона, теплый; Уход за вещами: Химическая стирка; стирка запрещена; отбеливание запрещено; Комплектация: 1 шт; Страна производства: Россия";"https://basket-01.wbbasket.ru/vol28770/part287700/287700029/images/big/1.webp; https://basket-01.wbbasket.ru/vol28770/part287700/287700029/images/big/2.webp; https://basket-01.wbbasket.ru/vol28770/part287700/287700029/images/big/3.webp; https://basket-01.wbbasket.ru/vol28770/part287700/287700029/images/big/4.webp; https://basket-01.wbbasket.ru/vol28770/part287700/287700029/images/big/5.webp";Rendez-Vous;https://www.wildberries.ru/seller/528630;"42; 44; 46; 48; 50";42;5;44
https://www.wildberries.ru/catalog/928509035/detail.aspx;928509035;Пальто натуральная шерсть с мехом лисы;12352.0;Женское пальто из натуральной шерсти — это отличный вариант для стильных и современных женщин, которые ценят комфорт и элегантность. Оно идеально подходит для весны и осени, обеспечивая тепло и уют в прохладные дни, это стильный и практичный элемент гардероба, созданный для того, чтобы подчеркнуть вашу уверенность и уникальность.  Демисезонное манто из натуральной шерсти — это не только стиль, а также долговечность и практичность. Мех лисы на рукавах и воротнике эффектно производит впечатление дорогого и роскошного образа от которого невозможно оторвать взгляд.  Элементы классического дизайна и свободный крой «летучая мышь» с поясом делают это пальто универсальным, благодаря чему оно подходит для любого типа фигуры, позволяя создать стройный, изысканный силуэт. Меховое пончо гармонично сочетает в себе элементы классического дизайна и современные акценты легко комбинируется с разными стилями одежды, благодаря этому с ним можно создать множество стильных образов для повседневной носки на каждый день, прогулок так и на особый случай. Так же стоит заметить, что съемный мех лисы на рукавах и воротнике, добавляют функциональности и удобства. Не упустите добавить акцент в ваш гардероб с помощью этого элегантного манто, которое станет не только практичным, но и стильным выбором на каждый день. Создайте свой неповторимый, оригинальный стиль с этим модным пальто, которое будет актуально в 2026 году.  ;"Состав: Натуральная шерсть; мех лисы; Цвет: бежевый; сливочный; молочный; золотисто-бежевый; Пол: Женский; Сезон: Демисезон; Вид застежки: кнопки; Рост модели на фото: 165 см; Параметры модели на фото (ОГ-ОТ-ОБ): 85-60-90; Размер на модели: М; Утеплитель: шерсть; натуральный мех; Температурный режим: от +10 °C до -10 °C; Материал подкладки: без подкладки; Покрой: свободный; Тип карманов: прорезные; Тип рукава: 7/8; Опции капюшона: без капюшона; Опции опушки: съемная опушка; Мех опушки/отделки: мех лисы; Декоративные элементы: Съемный мех на рукавах; съемный мех на воротнике; пояс; Особенности модели: летучая мышь; пончо; манто; Уход за вещами: деликатная химическая чистка; Комплектация: пальто женское - 1шт; Пояс-1шт; мех лисы на рукавах - 2шт; мех лисы на воротнике-1шт";"https://basket-01.wbbasket.ru/vol92850/part928509/928509035/images/big/1.webp; https://basket-01.wbbasket.ru/vol92850/part928509/928509035/images/big/2.webp; https://basket-01.wbbasket.ru/vol92850/part928509/928509035/images/big/3.webp; https://basket-01.wbbasket.ru/vol92850/part928509/928509035/images/big/4.webp; https://basket-01.wbbasket.ru/vol92850/part928509/928509035/images/big/5.webp";ИП Аксютиц А.В.;https://www.wildberries.ru/seller/250124982;44-46;7;0;0
https://www.wildberries.ru/catalog/174345731/detail.aspx;174345731;Пальто длинное демисезонное оверсайз;4902.0;Пальто женское — идеальный выбор для модных женщин, желающих подчеркнуть свой стиль в любое время года. Пальто женское весна-осень — это легкое и универсальное решение для прохладных дней межсезонья. Весенние модели выглядят свежо и легко, а осенние варианты, выполненные из шерсти и драпа, дарят уют и тепло. Демисезонное пальто — незаменимый элемент гардероба для периодов весна-осень и осень-зима, что позволяет подобрать подходящую модель для любого сезона. Осенние модели отличаются стильным дизайном и практичностью. Теплое, утепленное изделие согреет в холодную погоду, а ткань из шерсти с натуральным утеплителем отлично подходит даже для зимних дней. Однобортное пальто с поясом и пуговицами создаёт комфорт и элегантный силуэт. Модели оверсайз и плюс сайз подойдут для полных женщин и беременных, обеспечивая свободу движений. Для подростков и молодых девушек представлены молодежные и стильные модели в духе Pinterest, которые подчеркивают индивидуальность и актуальность модных тенденций. Пальто с английским воротником, качественной подкладкой и шерстяным утеплителем подчёркивают хороший вкус. Драповое пальто — классика, проверенная временем, отличается долговечностью и высоким качеством. Также в ассортименте есть пальто на запах, которые отлично подходят для еврозимы — лёгкие, уютные и комфортные при разной погоде. В коллекции представлены как длинные, так и макси модели. Длинное пальто выглядит элегантно и утонченно, а удлиненное миди — стильный вариант для тех, кто ценит баланс между модой и удобством. Прямой и приталенный крой подчёркивает фигуру и формирует женственный силуэт. Каждое изделие дополнено удобными глубокими карманами, а рукава со спущенной линией плеча обеспечивают свободу движений. Универсальная модель помогает легко собирать образы в стиле casual, винтаж или классика. В ассортименте есть дизайнерская верхняя одежда больших размеров и модели для невысоких девушек — можно подобрать вариант под любой запрос и стиль.;"Состав: шерсть 60%; вискоза 40%; Цвет: бежевый; Пол: Женский; Сезон: Демисезон; Вид застежки: пуговицы; пояс; Рост модели на фото: 170 см; Параметры модели на фото (ОГ-ОТ-ОБ): 42-44; Размер на модели: 44; Утеплитель: шерсть; Температурный режим: от +10 °C до -5 °C; Материал подкладки: полиэстер 100%; Покрой: оверсайз; Тип карманов: накладные; Тип рукава: длинные; Опции капюшона: нет; Опции опушки: нет; Декоративные элементы: пояс; Особенности модели: для высоких; Уход за вещами: деликатная стирка; Комплектация: пальто; пояс; Страна производства: Киргизия";"https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/1.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/2.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/3.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/4.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/5.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/6.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/7.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/8.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/9.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/10.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/11.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/12.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/13.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/14.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/15.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/16.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/17.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/18.webp; https://basket-01.wbbasket.ru/vol17434/part174345/174345731/images/big/19.webp";Amore Wear;https://www.wildberries.ru/seller/1335719;"44; 48; 50; 52; 42; 38; 40; 66";29;5;1099
https://www.wildberries.ru/catalog/488386749/detail.aspx;488386749;Пальто длинное оверсайз весна-осень в полоску;4178.0;Женское пальто из натуральной шерсти — идеальный выбор для холодного сезона. Длинная модель в модном оверсайз-крое сочетает стиль и комфорт, подойдёт для осени, зимы и ранней весны. Тёплое пальто мягкое и приятное на ощупь, отлично сохраняет тепло и защищает от ветра. Универсальный свободный фасон легко комбинируется с платьями, юбками, брюками и джинсами. Пальто женское макси длины визуально вытягивает силуэт и подходит для повседневных прогулок, деловых встреч и вечерних выходов. Классическое пальто на пуговицах станет базовым элементом гардероба, прослужит не один сезон и подчеркнёт ваш утончённый стиль.;"Состав: шерсть 30% полиэстер 60% вискоза 10%; Цвет: черный; Сезон: демисезон; Вид застежки: пуговицы; Покрой: оверсайз; Тип карманов: накладные; Тип рукава: длинные; Опции капюшона: без капюшона; Опции опушки: без опушки; Декоративные элементы: пояс; Особенности модели: Теплостойкость; Пол: Женский; Уход за вещами: ручная стирка; Комплектация: пальто 1шт; пояс 1 шт";"https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/1.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/2.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/3.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/4.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/5.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/6.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/7.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/8.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/9.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/10.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/11.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/12.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/13.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/14.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/15.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/16.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/17.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/18.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/19.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/20.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/21.webp; https://basket-01.wbbasket.ru/vol48838/part488386/488386749/images/big/22.webp";HANBIYKE;https://www.wildberries.ru/seller/1304162;"42; 44; 46; 48";45;5;119
https://www.wildberries.ru/catalog/481144266/detail.aspx;481144266;Пальто шерстяное демисезонное длинное серое;15320.0;Стильное женское пальто-идеальный выбор для весеннего сезона.  Благодаря классическому прямому силуэту и длине до пола изделие подходит как для повседневных прогулок, так и для деловых встреч. Мягкая драповая ткань с добавлением натуральной шерсти делает модель особенно теплой, легкой и приятной на ощупь. Натуральный материал обеспечивает защиту в холодную погоду, а плотная подкладка сохраняет тепло внутри. Модное решение весны 2026 — лаконичный английский высокий воротник и аккуратные пуговицы на передней части изделия. Такой вариант демисезонного пальто отлично смотрится в сочетании с поясом: вы можете подчеркнуть талию или оставить силуэт оверсайз, что актуально для беременных девушек  и любителей свободного стиля. Рукава выполнены с манжетами, что придает образу нотки классики и строгости. Универсальное решение для больших размеров прекрасно сочетается с различными стилями одежды — от делового до городского casual и old money. Это не просто вещь – это ваш новый вдохновляющий образ, который покоряет!;"Состав: шерсть 80%; полиэстер 15%; Эластан 5%; Цвет: серый; Пол: Женский; Сезон: Демисезон; Вид застежки: пуговицы; пояс; Рост модели на фото: 175 см; Параметры модели на фото (ОГ-ОТ-ОБ): 83-60-91; Размер на модели: 42; Утеплитель: без утеплителя; Температурный режим: от -5°C до +15°С; Материал подкладки: вискоза 100%; Покрой: оверсайз; Тип карманов: прорезные; Тип рукава: длинные; Опции капюшона: без капюшона; Опции опушки: без опушки; Мех опушки/отделки: без меха; Декоративные элементы: пояс; кокетка; пуговицы; Особенности модели: двубортная; со шлицей; ветрозащитная планка; Уход за вещами: деликатная химическая чистка; допускается отпаривание; Комплектация: Пальто женское-1шт; Пояс-1шт; вешалка-1шт; Страна производства: Россия";"https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/1.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/2.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/3.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/4.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/5.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/6.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/7.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/8.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/9.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/10.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/11.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/12.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/13.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/14.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/15.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/16.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/17.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/18.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/19.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/20.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/21.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/22.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/23.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/24.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/25.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/26.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/27.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/28.webp; https://basket-01.wbbasket.ru/vol48114/part481144/481144266/images/big/29.webp";BERISHIN;https://www.wildberries.ru/seller/312039;"42; 46; 48; 50; 52";13;5;77
https://www.wildberries.ru/catalog/824693135/detail.aspx;824693135;Пальто демисезонное длинное оверсайз без подклада;10050.0;Двубортное элегантное пальто коллекции весна-осень 2026 прямого силуэта выполнено из мягкой тонкой премиум ткани драп с натуральной шерстью без дополнительного утеплителя и без подклада. Женственная модель верхней одежды длины миди в стиле max mara подойдет на весну, холодное лето и осень.  Удлиненное драповое пальто свободного кроя стройнит, можно носить как оверсайз и приталенное. Макси пальто на пуговицах с запахом идеально вписывается в базовый гардероб. Длинное демисезонное на запах в комплекте с поясом зрительно делает фигуру и талию стройнее. Шерстяная вещь для подростков, автоледи, девушек и женщин любых размеров, включая большие plus size, беременных и полных.   Светлый серый цвет — актуальная классика для весеннего и осеннего сезонов, подходит для повседневной деловой в офис, нарядной и праздничной вечерней моды. Легкое, но теплое без подкладки, комфортное для кэжуал casual образов, сочетается с любой обувью, для высоких ниже колена и невысоких в пол. Прорезные карманы, пояс и английский воротник и рукав со спущенным плечом делает это модное молодежное пальто шинель популярным среди женщин всех возрастов и роста. Создайте для себя стильный и модный образ этой весной! ;"Состав: шерсть 60%; Вискоза 35%; Эластан 5%; Цвет: серый; светло-серый; серый меланж; графит; Пол: Женский; Сезон: Демисезон; Вид застежки: пуговицы; Рост модели на фото: 166 см; Параметры модели на фото (ОГ-ОТ-ОБ): 81-60-90; Размер на модели: 42; Утеплитель: шерсть; Температурный режим: от -5 °C до +10 °C; Материал подкладки: без подкладки; Покрой: прямой; Тип карманов: прорезные; Тип рукава: длинные; Опции капюшона: без капюшона; Опции опушки: без опушки; Мех опушки/отделки: без меха; Декоративные элементы: пуговицы; пояс; Особенности модели: двубортная; разрез сзади; Уход за вещами: деликатная химическая чистка; допускается отпаривание; стирка запрещена; Комплектация: пальто 1 шт.; пояс 1 шт.; Страна производства: Россия";"https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/1.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/2.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/3.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/4.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/5.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/6.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/7.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/8.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/9.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/10.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/11.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/12.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/13.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/14.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/15.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/16.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/17.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/18.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/19.webp; https://basket-01.wbbasket.ru/vol82469/part824693/824693135/images/big/20.webp";Mixtyle;https://www.wildberries.ru/seller/1272911;"42-44; 44-46; 46-48; 48-50; 50-52";32;5;4
https://www.wildberries.ru/catalog/488387894/detail.aspx;488387894;Пальто весна-осень макси в полоску;4178.0;Женское пальто из натуральной шерсти — идеальный выбор для холодного сезона. Длинная модель в модном оверсайз-крое сочетает стиль и комфорт, подойдёт для осени, зимы и ранней весны. Тёплое пальто мягкое и приятное на ощупь, отлично сохраняет тепло и защищает от ветра. Универсальный свободный фасон легко комбинируется с платьями, юбками, брюками и джинсами. Пальто женское макси длины визуально вытягивает силуэт и подходит для повседневных прогулок, деловых встреч и вечерних выходов. Классическое пальто на пуговицах станет базовым элементом гардероба, прослужит не один сезон и подчеркнёт ваш утончённый стиль.;"Состав: шерсть 30% полиэстер 60% вискоза 10%; Цвет: коричневый; Сезон: демисезон; Вид застежки: пуговицы; Покрой: свободный; Тип карманов: накладные; Тип рукава: длинные; Декоративные элементы: пояс; Пол: Женский; Уход за вещами: деликатная химическая чистка; Комплектация: пальто 1 шт; пояс 1 шт";"https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/1.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/2.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/3.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/4.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/5.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/6.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/7.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/8.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/9.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/10.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/11.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/12.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/13.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/14.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/15.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/16.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/17.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/18.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/19.webp; https://basket-01.wbbasket.ru/vol48838/part488387/488387894/images/big/20.webp";HANBIYKE;https://www.wildberries.ru/seller/1304162;"46; 44; 42; 48";45;5;114
https://www.wildberries.ru/catalog/250318267/detail.aspx;250318267;Пальто женское весна-осень;5256.0;Если ищете базовый, но в то же время стильный способ сказать весне и осени «привет», это женская верхняя одежда для вас, а так же пальто подходит на теплую зиму. Дизайнерская коллекция вдохновлена трендами Pinterest, чтобы даже школьная форма выглядела как будто вы только что вернулись с модного показа. Классическая модель с воротником, поясом и рукавом сразу намекает: тут мода не просто приходит — она правит бал! Для девушек, женщин, подростков и девочек — каждый найдет свой образ. Трендовая длина подходит невысоким барышням и тем, кто любит короткое пальто. Подчеркнутая талия делает его отличным вариантом для беременных или просто поклонниц деловой офисной одежды.  Этот стильный и удобный вариант из Киргизии разработан специально для тех, кто ценит комфорт и элегантность в одном флаконе. Теплая ткань сохраняет уют даже при переменчивой погоде, а универсальный дизайн легко впишется в повседневный образ. В 2025 году такой выбор станет настоящей находкой для модниц, которые предпочитают брендовые вещи с характером и душой. Размеров много, так что подобрать подходящий вариант не составит труда.  Модная деталь — драповое полотно с натуральным составом: тепло встречает даже капризную погоду. Весенняя свежесть и осенняя строгость, теплая еврозима - сочетаются в каждой строчке этой вещи. Неважно, идете ли вы в школу или на работу, пальто легко впишется в любой офис или даже школу для подростка.;"Состав: шерсть - 30%; вискоза - 40%; полиэстер - 30%; Цвет: черный; глубокий черный; черный матовый; Пол: Женский; Сезон: Демисезон; Вид застежки: пуговицы; пояс; Рост модели на фото: 165 см; Параметры модели на фото (ОГ-ОТ-ОБ): 85-60-85; Размер на модели: 42; Утеплитель: без утеплителя; без утепления; Температурный режим: от -5°C до +15°С; Материал подкладки: полиэстер; Покрой: прямой; Тип карманов: накладные; Тип рукава: длинные; Опции капюшона: без капюшона; Опции опушки: без опушки; Декоративные элементы: без элементов; пуговицы; пояс; Особенности модели: ветрозащита; износостойкость; Уход за вещами: деликатная химическая чистка; бережная стирка при 30 градусах; сухая химчистка; Комплектация: пальто; пояс; Страна производства: Киргизия";"https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/1.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/2.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/3.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/4.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/5.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/6.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/7.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/8.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/9.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/10.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/11.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/12.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/13.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/14.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/15.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/16.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/17.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/18.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/19.webp; https://basket-01.wbbasket.ru/vol25031/part250318/250318267/images/big/20.webp";Alexander Serov GROUP;https://www.wildberries.ru/seller/1373064;"42; 44; 46; 48; 38; 40; 50; 52; 56; 54; 58; 60";45;5;9253
https://www.wildberries.ru/catalog/516377771/detail.aspx;516377771;Пальто из шерсти альпака демисезонное;48938.0;Элегантное демисезонное премиум пальто от российского бренда KROYYORK из высококачественной смеси сури альпака и натуральной овечьей шерсти. Благодаря ворсистой структуре материал напоминает кашемировое – износостойкое и мягкое долгое время.  Модель прямого силуэта с классическим английским воротником и длиной 112,6 см, что отлично подходит для переходных периодов. Спущенные втачные рукава придают современный вид, а застежка на пуговицы (отделочная + внутренняя) дополнена одной кнопкой. Нагрудный прорезной карман и карманы с клапаном и листочкой добавляют элегантности. Пальто комплектуется поясом в тон для создания более женственного образа.  Внутренняя подкладка из вискозы приятна к телу и не электризуется. У этой верхней одежды премиум-класса весна-осень свободный крой и безупречное качество исполнения. В нашем ассортименте представлены большие размеры.  Природное волокно с высокой прочностью, обеспечивающее долговечность изделия и сохранение формы даже после многократной носки. Модное длинное пальто из альпака выглядит изящно, сохраняя при этом практичность и комфорт. Это настоящая находка для тех, кто страдает от аллергии и ищет максимально тёплую, но при этом лёгкую вещь для прохладного сезона. Благодаря мягкости и гипоаллергенным свойствам, оно идеально подойдет для весеннего гардероба.;"Состав: шерсть альпака 70%; шерсть овечья 20%; Шерсть 10%; Цвет: серо-синий; Сезон: демисезон; Вид застежки: пуговицы; кнопки; Рост модели на фото: 170 см; Параметры модели на фото (ОГ-ОТ-ОБ): 90- 67-92; Размер на модели: 40; Утеплитель: нет; Температурный режим: +10 - -10; Материал подкладки: вискоза; Покрой: прямой; Тип карманов: прорезные; Тип рукава: длинные; Опции опушки: без опушки; Декоративные элементы: без элементов; Особенности модели: нет; Конструктивные элементы: воротник; Пол: Женский; Уход за вещами: деликатная химическая чистка; допускается отпаривание; Комплектация: пояс; пальто женское демисезонное; Страна производства: Россия";"https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/1.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/2.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/3.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/4.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/5.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/6.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/7.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/8.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/9.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/10.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/11.webp; https://basket-01.wbbasket.ru/vol51637/part516377/516377771/images/big/12.webp";KROYYORK;https://www.wildberries.ru/seller/25326;"42; 48; 50; 52; 54; 56";15;0;0
